code_bar,name,pvp
762860013483,SILFAB AEROCHAMBER CAM AZUL,12030
762860013490,SILFAB AEROCHAMBER CAM C/BOQU,6230
762860013469,SILFAB AEROCHAMBER CAM NARANJ,11120
762860850897,SILFAB AEROCHAMBER CAM VIOLET,12030
7798028880867,SILFAB ALMTE 2 TEMP CERVI,13370
7798028880843,SILFAB ALMTE 2 TEMP LARGE,19350
7798028880836,SILFAB ALMTE 2 TEMP SMALL,6160
7798028880256,SILFAB ANDADOR D/ALM FIJ Y MO,20630
7798028883509,SILFAB BY550 SECADOR ION EXPE,14650
7798028883516,SILFAB BY578 SECADOR DUAL EXP,18330
7798028880096,SILFAB CHATA PLASTICA,1650
7798028884018,SILFAB GEL F/C INF MULT DINOS,1550
7798028884001,SILFAB GEL F/C INF MULTIUSO,1610
7798028883950,SILFAB GEL F/C MULTIPROPOS L,2010
7798028883943,SILFAB GEL F/C MULTIPROPOS S,1300
7798028883974,SILFAB GEL F/C RODILLA CODO,4280
7798028883967,SILFAB GEL F/C TOBILLO,3460
7798028880294,SILFAB NEBU A PISTON RESPIRAR,9500
7798028883837,SILFAB NEBU MESH VPM3,21138.28
7798028880911,SILFAB NEBU ULTRA SF 2010,11780
7798028884292,SILFAB ONDULAD PELO CURL EXPE,10050
7798028880324,SILFAB SILLA D/RUEDAS AN 46CM,77280
7798028880348,SILFAB SILLA D/RUEDAS CR 46CM,89960
6942820471476,SILFAB TERMOMETRO BLUETOOTH,15400
7798028884469,SILFAB VAPORIZADOR V12,12790
7798028880041,SILFAB VAPORIZADOR X 3 L,5900
4580193651433,CITIZEN TEN DIGITAL AUT ESTAN,23160
7798028880256,SILFAB ANDADOR D/ALM FIJ Y MO,23730
7798028883509,SILFAB BY550 SECADOR ION EXPE,16850
7798028883516,SILFAB BY578 SECADOR DUAL EXP,21080
7798028880096,SILFAB CHATA PLASTICA,1900
7798028884018,SILFAB GEL F/C INF MULT DINOS,1790
7798028884001,SILFAB GEL F/C INF MULTIUSO,1850
7798028883950,SILFAB GEL F/C MULTIPROPOS L,2320
7798028883943,SILFAB GEL F/C MULTIPROPOS S,1500
7798028883974,SILFAB GEL F/C RODILLA CODO,4920
7798028883967,SILFAB GEL F/C TOBILLO,3970
7798028884292,SILFAB ONDULAD PELO CURL EXPE,11560
7798028880324,SILFAB SILLA D/RUEDAS AN 46CM,88870
7798028880348,SILFAB SILLA D/RUEDAS CR 46CM,103450
7798028884469,SILFAB VAPORIZADOR V12,14710
7793487817157,VERTIENTE EST CORAZ F/ROJOS,4500
7793487817133,VERTIENTE EST CORAZ ROSEWATER,4500
7793487064933,VERTIENTE HOME SECRETOS X240,2182.96
7793487064919,VERTIENTE HOME SENSUAL X240,2182.96
8411061912935,THE SECRET TEMPT COL EDT X200,7955
7506309892801,VICK VITAPYRENA FTE X5G X 5,1560
8411061043868,212 MEN EDT VAP X100,45580
8411061043844,212 VIP BLACK EDP NS X100,46695
8411061001646,CH BAD BOY SUPERSTARS EDTX100,38480
8411061041659,CH GOOD GIRL VERY EDP X 30,40360
8411061043875,CH GOOD GIRL VERY EDP X 50,51665
8411061024485,{CH HOT MEN EDP X100,25300
3349668599080,INVICTUS RE 2022 EDP 50,45175
3349668599110,INVICTUS RE 2022 EDP X 100,53285
3349668581184,{LADY M EDP 80+BL+MIN MD,33950
3349668562732,LADY MILLION LUCKY EDP X 50ML,44615
3349668581153,{OLYMPEA EDP 80+BL100 MD20,48000
3349668599424,OLYMPEA SOLAR EDP 30,39145
3349668599448,OLYMPEA SOLAR EDP 50,50145
3349668599417,OLYMPEA SOLAR EDP 80,61095
3349668582839,{ONE MILLION EDT100 COFRE,78720
3349668566211,ONE MILLION LUCKY EDT X200ML,9200
3349668579839,ONE MILLION PARFUM X100,55670
3349668579822,ONE MILLION PARFUM X 50,47255
3349668591688,{PACO EDP 50+BL100+MG10 HD,16400
3349668582730,{PACO RABANNE INVIC MEN100EDT,78720
3349668543052,PACO RABANNE INVICTUS INT X50,24800
3349668613427,PACO RABANNE OLYMPEA EDPX 30,37265
3433422408616,ANTHELIOS 50 AREA SENSIBLESX9,7240
7790033283299,{ANTHELIOS 50 COMP 02 20% AG20,
3337872414381,ANTHELIOS 50 COMPACTO CR T02,10490
3337875550611,ANTHELIOS 50 LECHE X250,8930
7790033283329,ANTHELIOS 50 LEC X250 20%AG20,
3337875706667,ANTHELIOS 50 MINERAL ONE 01,7105
3337875706698,ANTHELIOS 50 MINERAL ONE 04,7105
3337872420207,EFFACLAR BB BLUR 02,16100
7899706149211,EFFACLAR CONCENTRA BARRA X 70,7035
3337875518598,EFFACLAR DUO UNIFIANT MEDIUM,12675
3337875518628,EFFACLAR EAU MICELAR X100ML,3535
3433422408357,EFFACLAR EAU MICELAR X200ML,8160
3337875708289,EFFACLAR GEL MICROEXFOLX400ML,14840
3337875683739,{HYALU B5 SERU X50ML ED.LIMIT,
3337875731409,HYDRAPHASE HA RICA X50ML,15915
3337875696579,LIPIKAR BAUME AP + M CRX200ML,11740
3337875696548,LIPIKAR BAUME AP + M CRX400ML,17635
3337875685832,LIPIKAR LAIT UREA 5% X 200,14800
3337875552127,LIPIKAR LAIT X400 ML,15060
3337875537308,LIPIKAR SYNDE AP+X200ML,7100
3337875725897,LRP AGUA MICELAR BIFASIC X400,11025
3337872414152,PIGMENCLAR YEUX X 15,23220
3337872413728,REDERMIC HYALU C UV X 40ML,23730
3337875660549,REDERMIC (R) X 30ML,22970
3337872410147,RESPECTISSIME DELIN NEGRO,13460
3337875632690,RESPECTISSIME MASC EXT NEG6.5,22070
3337875807043,ROSALIAC UV LEGERE X 40ML,14370
3337872411595,TOILETTE PHYSIOL SOL MIC X400,13845
30102422,{TOLERIANE BLUSH ROS CARAME03,17410
3337872410970,TOLERIANE PINCEAU CORR AMARIL,13785
3337872410949,TOLERIANE PINCEAU CORR BC N01,21925
3337872410956,TOLERIANE PINCEAU CORR BO N02,21925
3337872410963,TOLERIANE PINCEAU CORR VERDE,21925
3337875678667,TOLERIANE SENSITIVE LIGHT,5785
3337875678636,TOLERIANE SENSITIVE MEDIUM,5785
3337872412042,TOLERIANE TEINT MINERAL 11,19300
3337872412059,TOLERIANE TEINT MINERAL 13,19300
7798195030058,ARLYT CLEAN LENTE RPG X120ML,2350
7798195030034,ARLYT EXPRESS X120ML,1750
7798195030157,ARLYT EXPRESS X240ML,2250
7798195030041,ARLYT EXPRESS X360ML,2800
7798195031062,ARLYT EXPRESS X500ML,3350
7798195030065,ARLYT FRESH ENV X 15ML,1670
7798195031109,ARLYT KLINNER ENV X 35ML,850
7798195030072,ARLYT LUBRICANTE ENV X 15ML,1950
7798195030010,ARLYT PREMIUM X120ML,1950
7798195030164,ARLYT PREMIUM X240ML,2900
7798195030027,ARLYT PREMIUM X360ML,3450
7798195030218,ARLYT PREMIUM X 60ML,1250
7798195031031,ARLYT SOL SALINA ENV X500ML,2050
7795368547368,NEWCLAR GTS OFT X 10 ML,1595
7795323774495,NUTRILON 4 S/BANANA LATAX350G,2825
7795323774488,NUTRILON 4 S/VAIN LATAX350G,2825
7795323773924,NUTRILON REDUCI LACTOSA X400G,19608
7795323772798,NUTRILON S/LACTOSA LCP X400G,2889.5
7795323774853,VITAL 3 NF LATA X 800GR,4878
7795323774860,VITAL 4 NF LATA X 800GR,4584
7795323774464,VITAL FIBRA PLUS LATA X 775 G,4890
7613036277341,NIDO FORTIGROW DESLACTOS X800,1531.65
7613287764423,NIDO PREESCOLAR 4 LATA X800,2256.05
732535898721,NATURAL CANDY COCON/CHOC X100,800
732535898707,NATURAL CANDY COCON/GRANBERRIES X100,800
732535898691,NATURAL CANDY COCON/ORIG X100,800
732535898738,NATURAL CANDY GRANOLA,800
729105210212,MIZU CR ACTIVE HEALTH X300G,6800
729105210076,MIZU CR COLAG BEAUTY POTE 250,8100
729105209889,MIZU CR COLAG HIDRO POTEX250G,6550
729105210168,MIZU POWER RECOVERY PTEX300GR,3450
729105210182,MIZU SPORT FOCUS POTE X300GR,6230
729105210175,MIZU SPORT HYDRAT POTE X250GR,4650
7798176009851,{ENFABEBE 1 ESTU X 800G,3560
7798176000780,SANCOR BEBE 1 ADV.BRIK 200X30,15333.6
7798176001237,SANCOR BEBE 1 ADV.BRIK 500X12,13800.72
7798176000667,SANCOR BEBE 1 NC 12U PACX 500,10806.36
7798176000650,SANCOR BEBE 1 NC 30U PACX 200,12314.1
7798176001244,SANCOR BEBE 2 ADV.BRIK 500X12,13121.52
7798176000681,SANCOR BEBE 2 NC 12U PACX 500,10252.92
7798176001220,SANCOR BEBE 3 ADV.BRIK 200X30,13904.4
7798176009882,SANCOR BEBE 3 NUT.C BR1000X12,18093.84
7798197513238,{CARDON VICTORIA O EDP WM X50,1440
3348901182348,DIOR ADDICT EDP VAP X 50,47900
3348901487511,DIOR JOY INTENSE EDP X 50,47900
3274872388246,{GIVENCHY L`INTERDIT EDT X 80,39800
3274872389960,ORGANZA EDP VAP NUEVO X 50,39700
7790387004977,LA MERCED YERBA CAM/MON X500G,840
7790387120356,LA MERCED YERBA CAMPO X500G,840
7790387712056,TARAGUI TE HIERBAS X 10 SOB,200
7790387120370,TARAGUI TERMO X1U,860
7790387000306,TARAGUI TE TILO X 10 SOB,200
7790387013146,TARAGUI YERBA X500G,480
7896004006376,KELLOGG'S ZUCARITAS X 120G,230
38000185069,PRINGLES BARBACOA X139G,2310
8500000000013,PRINGLES BARBACOA X139G X3,
8500000000020,PRINGLES BARBACOA X139G X6,
38000184895,PRINGLES CREMA Y CEBOLL X 124G PACK,10400
38000845604,PRINGLES CREMA Y CEBOLL X 67G PACK,5180
8500000000014,PRINGLES CREMA Y CEBOLL X124G X3,
8500000000021,PRINGLES CREMA Y CEBOLL X124G X6,
38000845253,PRINGLES CREMA Y CEBOLL X67G,1160
8500000000017,PRINGLES CREMA Y CEBOLL X67G X3,
8500000000024,PRINGLES CREMA Y CEBOLL X67G X6,
8500000000018,PRINGLES ORIGINAL X67G X3,
8500000000025,PRINGLES ORIGINAL X67G X6,
38000845635,PRINGLES ORIGI X67G PACK,5180
38000184888,PRINGLES ORIG X 124 G PACK,10400
8500000000015,PRINGLES ORIG X 124 X3,
8500000000022,PRINGLES ORIG X 124 X6,
38000184901,PRINGLES QUESO X124G PACK,10400
8500000000016,PRINGLES QUESO X 124G X3,
8500000000023,PRINGLES QUESO X 124G X6,
38000845611,PRINGLES QUESO X67G PACK,5180
8500000000019,PRINGLES QUESO X67G X3,
8500000000026,PRINGLES QUESO X67G X6,
3430750528641,JEANNE TEA TIME MACAR EDPX100,11500
679602211222,PINO SILVESTRE EDT VAP X125,17000
8006060608554,JANEKE TOOTHBRUSH SP59ASS,2310
8470001654557,FOTO ISDIN 50 COMPACTO BRONCE,11150
8470001585066,FOTO ISDIN 50 FUS FL COLORX50,8600
8429420210547,FOTO ISDIN 50 FUS FLUID MINER,8400
8429420195950,FOTO ISDIN 50 FUSION W 5 STAR,9450
8429420161214,FOTO ISDIN 50 GEL CREMA X250,10550
8429420137974,FOTO ISDIN 50 PROTECT LABIAL,3400
8429420079717,FOTO ISDIN 99 SPOT PREVENTX50,11050
8429420215078,ISDINCEUTICS FLAVO-C FORT X1U,12050
8429420216068,ISDINCEUTICS FLAVO-C FORT X3U,30100
8429420138346,ISDINCEUTICS FLAVO-C MEL AQ10,14950
8470001864802,ISDINCEUTICS FLAVO-C MEL AQ30,29550
8429420199163,ISDINCEUTICS INST FLAS AMP X1,1800
8470001915528,ISDIN SI NAILS VARNISH X2.5ML,10750
7794640172816,CENTRUM HOMBRE COMP X 30,3302.57
7794640172847,CENTRUM MUJER COMP X 60,5611.85
7794640172861,CENTRUM SILVER COMP REC X60,5319.9
7794640173233,COREGA MAXIMA FIJ/FRESC X 40,1540
7794640173240,COREGA MAXIMA FIJ/FRESC X 70,2265
7794640173219,COREGA TAB PRO ORTODON X30TA,1420
7794640173189,HINDS CR BIO HIDRAT X250,1094.07
7794640170799,SENSODYNE DENT COMPL PROTX100,780
7794640171765,ULTRA COREGA CR MENTA X70G,1970
7794640171758,ULTRA COREGA CR S/SABOR X70G,1970
7804900000251,ULTRA COREGA MAX FIJ+SELLX40G,1725
7794640172731,ULTRA COREGA MAX SELL S/SX70G,2335
9999999999999,{SENSODYNE DENT ANTISARROX 60,
7798034740032,BUCAL BOX CLASS SURTIDO X 1,1010
7798158489589,BUCAL TAC HILO DENT C/C FINO,970
7798158489596,BUCAL TAC HILO DENT S/C FINO,970
7798158482788,BUCAL TAC SWEET CARE FRUTILLA,1100
7798158482795,BUCAL TAC SWEET CARE TUTTI-FR,1100
7502236151882,DEKKIN AURIC VINCHA OR.GA AZ,12990
7502236151875,DEKKIN AURIC VINCHA OR.GA R/G,12990
7503034665212,DEKKIN CABL TIPO C CARG/SINCR,2250
7503034665410,DEKKIN CABL TRENZ/MULTIPUNTA,3300
7502236154685,DEKKIN CARGADOR/AUTO X 1,2042.4
8500000000027,CURFLEX COMP X 30 X2,
8500000000031,CURFLEX COMP X 30 X3,
8500000000028,CURFLEX PLUS COMP X 30 X2,
8500000000030,CURFLEX PLUS COMP X 30 X3,
7790813130164,LEVADURA.VIRGEN MANZ PVO X200,1309.7
7791984001086,MEGACISTIN BLOCKER CAPS X 30,5998.04
7791984999956,OMEGA 3 NUTRIFARMA CAPS X 30,2824.31
7791984000959,VITENE ANTIAGE+40 CAPS X 30,4343.58
7791984000874,VITENE ANTIAGE COMP X 30,1917.5
74312512391,NATURES BOUNTY KRILL OIL X 30,4732.65
7798173570019,ECOHAIR LOC CRECIM X 125ML,7579.96
7798173570088,ECOHAIR PESTAÑAS GEL X 5 ML,6593.18
8500000000036,ECOHAIR SH ACAIDA + ACOND,
8500000000035,ECOHAIR SH ANTICAIDA X200 ML X3,
8500000000009,ECOHAIR SH ANTICAIDA + LOC CRECIMIENTO,
8500000000011,ECOHAIR SH ANTICAIDA X200ML X2,
8430351066011,CETAPHIL LOC LIMP X 237ML,6490
3331436740039,{DALI CRAZY KISS EDT VAP X100,6000
3331436710025,{DALI LITTLE KISS CHERRY X 50,6500
3331436700026,DALI LITTLE KISS EDTV X 50,6100
3331436730016,{DALI LOVELY KISS EDT VAP X 30,7200
3331438000032,DALI SUNRISE E/CAD EDTV X100,23830
8431754490618,{JDP HALLOWEEN FLEUR EDTV 30,8160
8431754346014,{JDP HALLOWEEN KISS EDTV 50,7000
8431754346021,{JDP HALLOWEEN KISS SE EDTV 50,7100
3331436404023,LAGUNA HOMME EDT VAP X 50,6225
7630042400419,SWISS ARMY STEEL M EDTV X100,27530
7794428010149,CISTIMAX GEL UNGUEAL X 5ML,3219.9
7794428010903,I.U 400 CAPS X 30,4451.7
7794428010910,I.U 400 CAPS X 60,7737.61
7794428000010,I.U 400 COMP X 30,4451.7
7794428000027,I.U 400 COMP X 60,7737.61
7794428000058,I.U 800 COMP X 30,7737.61
7799075001113,AVENE A-OXITIVE SERUM X 30,15595
7799075001380,AVENE CICALFATE + CREMA X 40,3528
7799075001656,AVENE CLEANANCE GEL X200,7368
7798095414729,AVENE CLEANANCE MASQUE X 40,8878
7798095417911,AVENE CLEANANCE PAN X100,5185
7798095419007,AVENE DEMAQUILLANTE 3 EN 1,8100
7799075000376,AVENE DERMABSOLU CR DIA X 40,19117
7799075000826,AVENE HYDRANCE AGUA GEL X 50,11777
7798095418413,AVENE PHYSIOLIFT CONT/OJ X 15,15878
7798095418390,AVENE PHYSIOLIFT CR NOC X 30,16476
7798095418987,AVENE SOL 50 CR ANTI AGE X 50,8087
7799075000062,AVENE SOL 50 CREMA COLOR X50,5985
7799075000024,AVENE SOL 50 FLUIDO MATE COL,6866
7798095418994,AVENE SOL 50 FLUIDO MIN X 40,5793
7798095415771,AVENE SOL 50 REFLEX SOLAR X30,4183
7798095415320,AVENE SOL 50 STICK SENSIBLEX8,4665
7798095415313,AVENE SOL AUTOBRONCEANTE X100,6793
7798095415214,AVENE SOL BCA COMPACTO DORE,8127
7799075001625,AVENE SOL B PROTC50+30 EPL NU,6316
7799075001786,AVENE TOLER LOC LIMPIAD X200,9339
3577056013850,ELGYDIUM CR A/PLACA X 75ML,2355
7798122341424,VIASEK ESPUMA PH 6.8 AERX75ML,1650
7798122341691,VIASEK MEN CUID.INT. FCOX75ML,2360
7798122341653,VIASEK TEENS ESPUMA FCO X250,3120
4005800131141,EUCERIN AQUAPORIN FPS25 X 50,7026
4005800180514,EUCERIN DERMOPUR A/MICE X200,6339.19
4005900436993,EUCERIN DERMOPUR EXFOL X100,9503.34
4005800193279,EUCERIN HYAL FIL+VOL LIF SECA,16389.45
4005800197604,EUCERIN PH 5 ACEITE DUCHAX400,7557.66
4005800178573,EUCERIN PH 5 CR INTENS X450ML,7580.65
4005800630958,EUCERIN PH 5 INTIM PROTX250ML,4565.33
4005800178368,EUCERIN PH 5 LOC X250ML,6780.84
4005900914453,EUCERIN PIGMENT CR TONO FPS30,18027.79
4005808581214,EUCERIN SOL 50 GEL ALERG X150,7054.3
4005800027468,EUCERIN SOL 50 KIDS LOC X150,5998
4005800037153,EUCERIN TRAT INT A/CAIDA X100,8068.28
4005800035784,EUCERIN UREA 5% CREMA X 75,6450.51
4005900490445,EUCERIN VOL FILLER DIA PSX 50,14925
4211125667924,BEURER FM38 MASAJ/PIES SHIATS,
4211125641092,BEURER HA50 AUDIFONO 100-6000,19755
7792981005084,ENA PRE WAR LEMONADE X 400G,7500
7792981001185,ENA PROTEIN BAR CHOCOL BX16UN,6880
7792981001208,ENA PROTEIN BAR COCO+DDLX16UN,6880
7792981001031,ENA PROTEIN BAR FRUT CR X16UN,6880
7792981001048,ENA PROTEIN BAR LEM PIE X16UN,6880
7796285273941,EVATEST CLASSIC TEST X 1,980
7796285286828,EVATEST EASY PLUS TEST X 1,1600
8500000000033,INFILTREX COMP X 30 X3,
7795513227299,MARCHAND DAR DIF BERG/ORQUID,4550
7795513227282,MARCHAND DAR DIF JAZM/SANDAL,4550
7795513227275,MARCHAND DAR DIF VERB/LIMON,4550
7795513227350,MARCHAND DAR EDP REVOLU X120,7170
7791600024123,CIEL CRISTAL EDT VAP X 80,5030
7791600619589,CIEL LOVE NESSESAIRE EDT60+DE,5400
7791600667474,CIEL MAGIC NESSESAIRE MAGIC,7080
7791600667252,CIEL NOIR (NEC EDT+DEO X123),6580
7791600521240,GINO BOGANI EDT VAP X 60,6685
7791600253325,KEVIN PLATINUM EDT VAP X 50,5670
7791600276133,PAULA LUNA EDT VAP X100,2485
7791600496135,PRUNE II EDP VAP X 90,5930
75486033286,HAWAIIAN TROP GEL COOL ICX240,3085.32
75486088637,HAWAIIAN TROP SHEER T F50X240,3416.12
7792175010207,PERPIEL AG MICELAR BIF X200ML,2435.77
7792175010320,PERPIEL AG+MONO+JABFAC COMBO,4700
7792175009683,PERPIEL EMUL X400ML,6416.16
7792175010467,PERPIEL FAC +EM CO HI+CEP MAS,4700
7792175010221,PERPIEL JAB LIMP FACIALX200ML,2417.65
7891962050713,BAUDUCCO COOKIES CHOCO X 40G,70
7891962050706,BAUDUCCO COOKIES ORIGX 40G,70
7891962037110,BAUDUCCO OBLEA CHOCO X 30G,40
7891962037134,BAUDUCCO OBLEA FRESA X 30G,40
7891962049915,BAUDUCCO OBLEA VAINI X 30G,40
7790375268916,BAGO+ACTIVAMENTE COMP X 15,1979.79
7790375269913,BAGO+CALMA COMP X 30,1733.75
7790375270216,BAGO+DESCANSO COMP X 20,1568.63
7790375268725,BAGO+ENERGIA COMP X 30,2956.02
7790375269340,BAGOVIT FAC PRO LI EF OJOSX15,6617.23
7790375268428,BAGOVIT SOLAR FC50 EMUL X200,4387.33
7790375268435,BAGOVIT SOLAR FC50 KIDS X200,4415.43
7793970141615,BABELITO 14161 TET SIL 1,1023
310119037805,BIOTRUE X 120 ML,2125
310119037812,BIOTRUE X 300 ML,3185
310119037799,BIOTRUE X 60 ML,1375
47144060477,BOSTON ADV CLEAN P/L GAS X 30,3010
47144050560,{BOSTON ADV COND SOL X120,3115
310119056738,BOSTON SIMP MULT ACC GAS X120,3415
310119303290,NATURA EXPRESS ENV X 120 ML,1945
310119303306,NATURA EXPRESS ENV X 355 ML,3115
310119303313,NATURA EXPRESS ENV X 500 ML,3745
310119303320,NATURA PLUS ENV X 120 ML,1945
310119303337,NATURA PLUS ENV X 355 ML,3115
310119033227,RENU FRESH SOL M/PROPX 120 ML,1945
310119033340,RENU FRESH SOL M/PROPX 355 ML,3115
310119033289,RENU FRESH SOL M/PROPX 500 ML,3745
310119034347,RENU FRESH SOL M/PROPX 60 ML,1215
310119052136,RENU PLUS GTS X 8ML,1855
7793742005466,AVENO INF GEL BAÑO X 250 GR,4428
7793742004506,BUSHI ESCUDOS FORMA PEZON X2,4438.8
7793742004308,BUSHI PEZONERA SILICONADA X2,3511.08
7793742007309,DERMAGLOS F ROJECES EMUL X 50,7517.88
7793742007545,DERMAGLOS F ULT DIA +30 X 50,6899.04
7793742007552,DERMAGLOS F ULT DIA +50 X 50,6899.04
7793742007705,DERMAGLOS F ULT NOCH +30 X 50,7190.64
7793742003486,DERMAGLOS SOLAR F15 EMUL X250,1975.45
7793742003752,DERMAGLOS SOLAR F50 BEBESX180,1529.43
7793742023439,DERMAGLOS SOLAR F50 EMUL X380,5192.64
7793742003776,DERMAGLOS SOLAR F50 SPRAYX170,5695.92
7793742004643,DERMAGLOS SOLAR POST GEL X 50,1453.68
7793742002014,HIPOGLOS CUID DIARIO PDA X30G,1463.4
73796712020,OMRON TENSIOM AUTOM HEM7120,25719.77
73796713003,OMRON TENSIOM AUTOM HEM7130,32966.32
614143473463,OMEGAN CAPS X 30,2423.68
8710428019516,ENSURE ADVANCE CAF BOTX220ML,1386.38
8427030008028,ENSURE ADVANCE FR-BA PVOX400G,6352.81
8710428013514,ENSURE CLINICAL RTH ENVX500ML,5351.73
8886451005656,PEDIASURE CHOCOLAT LATA X400G,4626.25
